,ID,subtech_ID,Name,Description,tactics
2456,,0.1,Keychain,The malware collects the keychains on the system.,Credential Access
2457,,0.1,Credentials from Web Browsers,The malware has the capability to upload dumper tools that extract credentials from web browsers and store them in database files.,Credential Access
2458,,0.1,Credentials from Web Browsers,The malware contains the getFirefoxPassword function to attempt to locate Firefox passwords.,Credential Access
2459,,0.1,Credentials from Web Browsers,The malware has the capability to grab passwords from numerous web browsers as well as from Outlook and Thunderbird email clients.,Credential Access
2460,,0.1,Windows Credential Manager,The malware can use a .NET compiled module named exchgrabber to enumerate credentials from the Credential Manager.,Credential Access
2461,,0.1,Credentials from Web Browsers,The malware is capable of stealing usernames and passwords from browsers on the victim machine.,Credential Access
2462,,0.1,Credentials from Web Browsers,The malware can steal data and credentials from browsers.,Credential Access
2463,,0.1,Password Managers,The malware can steal passwords from the KeePass open source password manager.,Credential Access
2464,,0.1,Credentials from Web Browsers,"The malware can obtain passwords stored in files from web browsers such as Chrome, Firefox, Internet Explorer, and Microsoft Edge, sometimes using the malware.",Credential Access
2465,,0.1,Credentials from Web Browsers,"The malware has the ability to steal saved passwords from the Internet Explorer, Edge, Firefox, and Chrome browsers.",Credential Access
2466,,0.1,Credentials from Web Browsers,The malware searches for credentials stored from web browsers.,Credential Access
2467,,0.1,Credentials from Web Browsers,"The malware variants have harvested credentials from browsers such as Firefox, Chrome, Opera, and Edge.",Credential Access
2468,,0.1,Windows Credential Manager,The malware can gather Windows Vault credentials. ,Credential Access
2469,,0.1,Credentials from Web Browsers,The malware can collect clear text web credentials for Internet Explorer/Edge.,Credential Access
2470,,0.1,Credentials from Web Browsers,The malware can gather browser usernames and passwords.,Credential Access
2471,,0.1,Windows Credential Manager,The malware can use the QuarksPwDump tool to obtain local passwords and domain cached credentials.,Credential Access
2472,,0.1,Credentials from Web Browsers,The malware can use tools to collect credentials from web browsers.,Credential Access
2473,,0.1,Windows Credential Manager,The malware can steal credentials by leveraging the Windows Vault mechanism.,Credential Access
2474,,0.1,Credentials from Web Browsers,The malware can steal credentials stored in Web browsers by querying the sqlite database.,Credential Access
2475,,0.1,Credentials from Web Browsers,The malware can obtain passwords from common web browsers.,Credential Access
2476,,0.1,Credentials from Password Stores,The malware can obtain passwords from common FTP clients.,Credential Access
2477,,0.1,Credentials from Web Browsers,The malware has collected usernames and passwords from Firefox and Chrome.,Credential Access
2478,,0.1,Credentials from Web Browsers,The malware can use Lazagne for harvesting credentials.,Credential Access
2479,,0.1,Credentials from Password Stores,The malware can use Lazagne for harvesting credentials.,Credential Access
2480,,0.1,Password Managers,The malware gathers credentials in files for 1password.,Credential Access
2481,,0.1,Keychain,The malware gathers credentials in files for keychains.,Credential Access
2482,,0.1,Credentials from Web Browsers,The malware gathers credentials for Google Chrome.,Credential Access
2483,,0.1,Credentials from Web Browsers,"A module in the malware gathers logins and passwords stored in applications on the victims, including Google Chrome, Mozilla Firefox, and several other browsers.",Credential Access
2484,,0.1,Credentials from Password Stores,A module in the malware collects passwords stored in applications installed on the victim.,Credential Access
2485,,0.1,Windows Credential Manager,The malware contains a collection of Exfiltration modules that can harvest credentials from Windows vault credential objects.,Credential Access
2486,,0.1,Credentials from Password Stores,The malware can decrypt passwords stored in the RDCMan configuration file.,Credential Access
2487,,0.1,Credentials from Web Browsers,The malware has used a Python tool named Browdec.exe to steal browser credentials.,Credential Access
2488,,0.1,Credentials from Web Browsers,"The malware steals credentials from compromised hosts. the malware's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by the malware include ones associated with many sources such as Netscape Navigator, Mozilla Firefox, Mozilla Thunderbird, and Internet Explorer. ",Credential Access
2489,,0.1,Credentials from Password Stores,"The malware steals credentials from compromised hosts. the malware's credential stealing functionality is believed to be based on the source code of the Pinch credential stealing malware (also known as LdPinch). Credentials targeted by the malware include ones associated with many sources such as The Bat!, Yahoo!, Mail.ru, Passport.Net, Google Talk, and Microsoft Outlook.",Credential Access
2490,,0.1,Credentials from Web Browsers,"The malware can harvest saved credentials from browsers such as Google Chrome, Microsoft Internet Explorer, and Mozilla Firefox.",Credential Access
2491,,0.1,Credentials from Password Stores,The malware has the ability to steal saved passwords from Microsoft Outlook.,Credential Access
2492,,0.1,Credentials from Web Browsers,The malware contains a module that tries to obtain stored credentials from web browsers.,Credential Access
2493,,0.1,Credentials from Web Browsers,"The malware collects credentials from Internet Explorer, Mozilla Firefox, and Eudora.",Credential Access
2494,,0.1,Credentials from Password Stores,The malware collects credentials from several email clients.,Credential Access
2495,,0.1,Credentials from Web Browsers,"The malware has the ability to steal credentials from web browsers including Internet Explorer, Opera, Yandex, and Chrome.",Credential Access
2496,,0.1,Credentials from Password Stores,The malware can retrieve passwords from messaging and mail client applications.,Credential Access
2497,,0.1,Windows Credential Manager,The malware contains functionality to acquire credentials from the Windows Credential Manager.,Credential Access
2498,,0.1,Credentials from Web Browsers,"The malware performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from DPAPI.	",Credential Access
2499,,0.1,Credentials from Password Stores,"The malware performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources. It contains functionality to acquire information about credentials in many ways, including from the credential vault and DPAPI.	",Credential Access
2500,,0.1,Credentials from Web Browsers,The malware has the ability to steal credentials from web browsers.,Credential Access
2501,,0.1,Credentials from Password Stores,The malware is capable of stealing Outlook passwords.,Credential Access
2502,,0.1,Password Managers,The malware can gather information from the Keepass password manager. ,Credential Access
2503,,0.1,Credentials from Web Browsers,The malware collects stored credentials from several web browsers. ,Credential Access
2504,,0.1,Keychain,The malware can dump credentials from the macOS keychain.,Credential Access
2505,,0.1,Credentials from Web Browsers,The malware has demonstrated the ability to steal credentials from multiple applications and data sources including Safari and the Chromium and Mozilla Firefox-based web browsers.,Credential Access
2506,,0.1,Credentials from Password Stores,"The malware has stolen credentials from multiple applications and data sources including Windows OS credentials, email clients, FTP, and SFTP clients.",Credential Access
2507,,0.1,Windows Credential Manager,The malware has a plugin that can retrieve credentials from Internet Explorer and Microsoft Edge using `vaultcmd.exe` and another that can collect RDP access credentials using the `CredEnumerateW` function.,Credential Access
2508,,0.1,Credentials from Web Browsers,The malware has a module to collect usernames and passwords stored in browsers.,Credential Access
2509,,0.1,Windows Credential Manager,The malware can obtain credentials from Vault files.	,Credential Access
2510,,0.1,Keychain,The malware can obtain credentials from macOS Keychains.	,Credential Access
2511,,0.1,Credentials from Web Browsers,"The malware can obtain credentials from web browsers such as Google Chrome, Internet Explorer, and Firefox.",Credential Access
2512,,0.1,Credentials from Password Stores,"The malware can obtain credentials from databases, mail, and WiFi across multiple platforms.",Credential Access
2513,,0.1,Securityd Memory,The malware uses the keychaindump project to read securityd memory.,Credential Access
2514,,0.1,Credentials from Web Browsers,The malware attempts to collect passwords from browsers.,Credential Access
2515,,0.1,Credentials from Web Browsers,"The malware can steal profiles (containing credential information) from Firefox, Chrome, and Opera.",Credential Access
2516,,0.1,Windows Credential Manager,The malware can collect credentials from the Windows Credential Manager.,Credential Access
2517,,0.1,Credentials from Web Browsers,"The malware has the ability to steal data from the Chrome, Edge, Firefox, Thunderbird, and Opera browsers.",Credential Access
2518,,0.1,Credentials from Password Stores,The malware can collect credentials from WINSCP.,Credential Access
2519,,0.1,Credentials from Web Browsers,"The malware can capture login credentials from open browsers including Firefox, Chrome, Internet Explorer, and Edge.",Credential Access
2520,,0.1,Credentials from Web Browsers,The malware has a PasswordRecoveryPacket module for recovering browser passwords.,Credential Access
2521,,0.1,Credentials from Web Browsers,"The malware dumps usernames and passwords from Firefox, Internet Explorer, and Outlook.",Credential Access
2522,,0.1,Keychain,"The malware can use Keychain Services API functions to find and collect passwords, such as `SecKeychainFindInternetPassword` and `SecKeychainItemCopyAttributesAndData`. ",Credential Access
2523,,0.1,Credentials from Web Browsers,The malware can steal cookie data and credentials from Google Chrome.,Credential Access
2524,,0.1,Credentials from Web Browsers,The malware can use modules that extract passwords from common web browsers such as Firefox and Chrome.,Credential Access
2525,,0.1,Credentials from Web Browsers,The malware has been observed dropping browser password grabber modules. ,Credential Access
2526,,0.1,Credentials from Web Browsers,The malware contains a module to steal credentials from Web browsers on the victim machine.,Credential Access
2527,,0.1,Credentials from Web Browsers,"The malware collects user credentials, including passwords, for various programs including Web browsers.",Credential Access
2528,,0.1,Credentials from Password Stores,"The malware collects user credentials, including passwords, for various programs including popular instant messaging applications and email clients as well as WLAN keys.",Credential Access
2529,,0.1,Credentials from Web Browsers,The malware can steal saved usernames and passwords in Chrome as well as credit card credentials.,Credential Access
2530,,0.1,Credentials from Web Browsers,The malware can steal login credentials and stored financial information from the browser.,Credential Access
2531,,0.1,Credentials from Web Browsers,The malware steals credentials stored inside Internet Explorer.,Credential Access
2532,,0.1,Credentials from Web Browsers,"The malware's passw.plug plugin can gather passwords saved in Opera, Internet Explorer, Safari, Firefox, and Chrome.",Credential Access
2533,,0.1,Credentials from Password Stores,"The malware's passw.plug plugin can gather account information from multiple instant messaging, email, and social media services, as well as FTP, VNC, and VPN clients.",Credential Access
2534,,0.1,Keychain,The malware collects Keychain storage data and copies those passwords/tokens to a file.,Credential Access
2535,,0.1,Credentials from Web Browsers,"The malware has used a plug-in to gather credentials from web browsers including FireFox, Google Chrome, and Internet Explorer.",Credential Access
2536,,0.1,Credentials from Web Browsers,Some the malware samples contain a publicly available Web browser password recovery tool.,Credential Access
2537,,0.1,Credentials from Web Browsers,"The malware can collect passwords stored in web browers, including Internet Explorer, Edge, Chrome, and Naver Whale.",Credential Access
2538,,0.1,Credentials from Web Browsers,The malware can steal credentials from the victim's browser.,Credential Access
2539,,0.1,Credentials from Password Stores,The malware uses an external software known as NetPass to recover passwords. ,Credential Access
2540,,0.1,Credentials from Web Browsers,The malware can gather credentials from a number of browsers. ,Credential Access
2541,,0.1,Credentials from Password Stores,The malware has the ability to steal credentials from FTP clients and wireless profiles.,Credential Access
2542,,0.1,Credentials from Web Browsers,The threat actors has used a tool to steal credentials from installed web browsers including Microsoft Internet Explorer and Google Chrome.,Credential Access
2543,,0.1,Windows Credential Manager,The threat actors has gathered credentials from the Windows Credential Manager tool.	,Credential Access
2544,,0.1,Password Managers,The threat actors obtained a KeePass database from a compromised host.,Credential Access
2545,,0.1,Credentials from Web Browsers,The threat actors has used malware to gather credentials from Internet Explorer.,Credential Access
2546,,0.1,Windows Credential Manager,The threat actors malware gathers passwords from the Windows Credential Vault.,Credential Access
2547,,0.1,Credentials from Web Browsers,"The threat actors malware gathers passwords from multiple sources, including Internet Explorer, Firefox, and Chrome.",Credential Access
2548,,0.1,Credentials from Password Stores,"The threat actors malware gathers passwords from multiple sources, including Windows Credential Vault and Outlook.",Credential Access
2549,,0.1,Credentials from Web Browsers,The threat actors's CredRaptor tool can collect saved passwords from various internet browsers.,Credential Access
2550,,0.1,Credentials from Web Browsers,The threat actors dumped the login data database from \AppData\Local\Google\Chrome\User Data\Default\Login Data.,Credential Access
2551,,0.1,Windows Credential Manager,The threat actors has used credential dumping tool named VALUEVAULT to steal credentials from the Windows Credential Manager.,Credential Access
2552,,0.1,Credentials from Web Browsers,The threat actors has used credential dumping tools such as the malware to steal credentials to accounts logged into the compromised system and to Outlook Web Access. the threat actors has also used tool named PICKPOCKET to dump passwords from web browsers.,Credential Access
2553,,0.1,Credentials from Password Stores,The threat actors has used credential dumping tools such as the malware to steal credentials to accounts logged into the compromised system and to Outlook Web Access.,Credential Access
2554,,0.1,Credentials from Web Browsers,The threat actors has run tools including Browser64 to steal passwords saved in victim web browsers.,Credential Access
2555,,0.1,Credentials from Password Stores,"The threat actors has performed credential dumping with the malware and other tools, including by dumping passwords saved in victim email.",Credential Access
2556,,0.1,Credentials from Web Browsers,The threat actors used the public tool BrowserPasswordDump10 to dump passwords saved in browsers on victims.,Credential Access
2557,,0.1,Credentials from Web Browsers,"The threat actors used several tools for retrieving login and password information, including LaZagne.",Credential Access
2558,,0.1,Credentials from Password Stores,"The threat actors used several tools for retrieving login and password information, including LaZagne.",Credential Access
2559,,0.1,Credentials from Web Browsers,The threat actors has obtained passwords and session tokens with the use of the Redline password stealer.,Credential Access
2560,,0.1,Credentials from Web Browsers,The threat actors has used browser extensions including Google Chrome to steal passwords and cookies from browsers. the threat actors has also used Nirsoft's WebBrowserPassView tool to dump the passwords obtained from victims.,Credential Access
2561,,0.1,Credentials from Web Browsers,"The threat actors used a browser plugin to steal passwords and sessions from Internet Explorer, Chrome, Opera, Firefox, Torch, and Yandex.",Credential Access
2562,,0.1,Credentials from Web Browsers,The threat actors has used a the malware-based tool and a PowerShell script to steal passwords from Google Chrome.,Credential Access
2563,,0.1,Credentials from Password Stores,The threat actors has run `cmdkey` on victim machines to identify stored credentials.,Credential Access
2564,,0.1,Password Managers,The threat actors has used scripts to access credential information from the KeePass database.,Credential Access
2565,,0.1,Credentials from Web Browsers,The threat actors has used the Stealer One credential stealer to target web browsers.,Credential Access
2566,,0.1,Credentials from Password Stores,The threat actors has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.,Credential Access
2567,,0.1,Credentials from Password Stores,The threat actors can collect email credentials from victims.,Credential Access
2568,,0.1,Credentials from Web Browsers,"The threat actors has used FireMalv custom-developed malware, which collected passwords from the Firefox browser storage.",Credential Access
2569,,0.1,Credentials from Password Stores,The threat actors has used the Smartftp Password Decryptor tool to decrypt FTP passwords.,Credential Access
2570,,0.1,Credentials from Web Browsers,The threat actors has used a credential stealer known as ZUMKONG that can harvest usernames and passwords stored in browsers.,Credential Access
2571,,0.1,Credentials from Web Browsers,The threat actors has used a variety of publicly available tools like the malware to gather credentials.,Credential Access
2572,,0.1,Credentials from Password Stores,The threat actors has used a variety of publicly available tools like the malware to gather credentials.,Credential Access
2573,,0.1,Credentials from Web Browsers,The threat actors has used tools to dump passwords from browsers.,Credential Access
2574,,0.1,Credentials from Web Browsers,"During the attack, the threat actors stole users' saved passwords from Chrome.",Credential Access
2575,,0.1,Credentials from Password Stores,"During the attack, the threat actors used account credentials they obtained to attempt access to Group Managed Service Account (gMSA) passwords. ",Credential Access
2576,,0.1,Password Managers,"During the attack, threat actors accessed and collected credentials from password managers.",Credential Access
2577,,0.001,Keychain,"Adversaries may acquire credentials from Keychain. Keychain (or Keychain Services) is the macOS credential management system that stores account names, passwords, private keys, certificates, sensitive application data, payment data, and secure notes. There are three types of Keychains: Login Keychain, System Keychain, and Local Items (iCloud) Keychain. The default Keychain is the Login Keychain, which stores user passwords and information. The System Keychain stores items accessed by the operating system, such as items shared among users on a host. The Local Items (iCloud) Keychain is used for items synced with Apple’s iCloud service.",
2578,,0.002,Securityd Memory,"An adversary may obtain root access (allowing them to read securityd’s memory), then they can scan through memory to find the correct sequence of keys in relatively few tries to decrypt the user’s logon keychain. This provides the adversary with all the plaintext passwords for users, WiFi, mail, browsers, certificates, secure notes, etc.",
2579,,0.003,Credentials from Web Browsers,"Adversaries may acquire credentials from web browsers by reading files specific to the target browser. Web browsers commonly save credentials such as website usernames and passwords so that they do not need to be entered manually in the future. Web browsers typically store the credentials in an encrypted format within a credential store; however, methods exist to extract plaintext credentials from web browsers.",
2580,,0.004,Windows Credential Manager,"Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stores credentials for signing into websites, applications, and/or devices that request authentication through NTLM or Kerberos in Credential Lockers (previously known as Windows Vaults).",
2581,,0.005,Password Managers,"Adversaries may acquire user credentials from third-party password managers. Password managers are applications designed to store user credentials, normally in an encrypted database. Credentials are typically accessible after a user provides a master password that unlocks the database. After the database is unlocked, these credentials may be copied to memory. These databases can be stored as files on disk.",
2582,T1485,,Data Destruction,"Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources. Data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives. Common operating system file deletion commands such as del and rm often only remove pointers to files without wiping the contents of the files themselves, making the files recoverable by proper forensic methodology. This behavior is distinct from Disk Content Wipe and Disk Structure Wipe because individual files are destroyed rather than sections of a storage disk or the disk's logical structure.",
2583,,0.1,Data Destruction,The malware has destroyed Linux-based databases as part of its ransomware capabilities.	,Impact
2584,,0.1,Data Destruction,The malware can corrupt files by overwriting the first 1 MB with `0xcc` and appending random extensions.,Impact
2585,,0.1,Data Destruction,The malware has a disk wiper module that targets files other than those in the Windows directory.,Impact
2586,,0.1,Data Destruction,"The malware attempts to overwrite operating system files and disk structures with image files. In a later variant, randomly generated data was used for data overwrites.",Impact
2587,,0.1,Data Destruction,The malware deletes data in a way that makes it unrecoverable.,Impact
2588,,0.1,Data Destruction,The malware was used in the malware to write to protected system locations such as the MBR and disk partitions in an effort to destroy data.,Impact
2589,,0.1,Data Destruction,The malware has the capability to destroy files and folders.,Impact
2590,,0.1,Data Destruction,The malware can overwrite files indicated by the attacker before deleting them.,Impact
2591,,0.1,Data Destruction,The malware has a command to write random data across a file and delete it.,Impact
2592,,0.1,Data Destruction,The malware overwrites files locally and on remote shares. ,Impact
2593,,0.1,Data Destruction,The malware can fill a victim's files and directories with zero-bytes in replacement of real content before deleting them.,Impact
2594,,0.1,Data Destruction,The malware deletes system files to make the OS unbootable. the malware also targets and deletes files with 35 different file extensions.,Impact
2595,,0.1,Data Destruction,The malware can overwrite files with random data before deleting them.,Impact
2596,,0.1,Data Destruction,The malware’s data wiper module clears registry keys and overwrites both ICS configuration and Windows files.,Impact
2597,,0.1,Data Destruction,"The malware can recursively wipe folders and files in `Windows`, `Program Files`, `Program Files(x86)`, `PerfLogs`, `Boot, System`, `Volume Information`, and `AppData` folders using `FSCTL_MOVE_FILE`. the malware can also overwrite symbolic links and big files in `My Documents` and on the Desktop with random bytes.",Impact
2598,,0.1,Data Destruction,The malware can delete specified files from a targeted system.,Impact
2599,,0.1,Data Destruction,The malware can work alphabetically through drives on a compromised system to take ownership of and overwrite all files.,Impact
2600,,0.1,Data Destruction,"The malware 2 contains a ""Destroy"" plug-in that destroys data stored on victim hard drives by overwriting file contents.",Impact
2601,,0.1,Data Destruction,The threat actors has used the malware KillDisk component to overwrite files on Windows-based Human-Machine Interfaces. ,Impact
2602,,0.1,Data Destruction,The threat actors has used a custom secure delete function to overwrite file contents with data from heap memory.,Impact
2603,,0.1,Data Destruction,The threat actors has deleted the target's systems and resources both on-premises and in the cloud.,Impact
2604,,0.1,Data Destruction,The threat actors has used tools to delete files and folders from victims' desktops and profiles.,Impact
2605,,0.1,Data Destruction,The threat actors has used a custom secure delete function to make deleted files unrecoverable.,Impact
2606,T1132,,Data Encoding,"Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding may adhere to existing protocol specifications and includes use of ASCII, Unicode, Base64, MIME, or other binary-to-text and character encoding systems. Some data encoding systems may also result in data compression, such as gzip.",
2607,,0.1,Standard Encoding,The malware has used Base64 to encode its C2 traffic.,Command and Control
2608,,0.1,Standard Encoding,The malware uses Base64 encoding for C2 traffic.,Command and Control
2609,,0.1,Standard Encoding,The malware has used Zlib to compress C2 communications data before encrypting it.,Command and Control
2610,,0.1,Standard Encoding,The malware has the ability to base64 encode C2 communications.,Command and Control
2611,,0.1,Standard Encoding,The malware has used URL/Percent Encoding on data exfiltrated via HTTP POST requests.,Command and Control
2612,,0.1,Standard Encoding,The malware has used Base64 encoding to uniquely identify communication to and from the C2.,Command and Control
2613,,0.1,Standard Encoding,The malware has returned C2 data as encoded ASCII.,Command and Control
2614,,0.1,Data Encoding,The malware has used encoded data in HTTP URLs for C2.	,Command and Control
2615,,0.1,Standard Encoding,The malware can Base64-encode C2 commands.,Command and Control
2616,,0.1,Standard Encoding,The malware has encoded C2 communications with Base64.,Command and Control
2617,,0.1,Standard Encoding,The malware has used Base64 to encode its C2 traffic. ,Command and Control
2618,,0.1,Standard Encoding,The malware transforms encrypted binary data into an ASCII string in order to use it as a URL parameter value.,Command and Control
2619,,0.1,Standard Encoding,The malware has encoded its communications to C2 servers using Base64.,Command and Control
2620,,0.1,Standard Encoding,The malware encodes C&C communication using Base64. ,Command and Control
2621,,0.1,Standard Encoding,The malware has encoded communications with the C2 server with base64. ,Command and Control
2622,,0.1,Non-Standard Encoding,The malware can use a custom hex byte swapping encoding scheme to obfuscate tasking traffic.,Command and Control
2623,,0.1,Standard Encoding,The malware can use standard encoding techniques like gzip and hex to ASCII to encode the C2 communication payload.,Command and Control
2624,,0.1,Standard Encoding,The malware has used Base64 for encoded C2 traffic.,Command and Control
2625,,0.1,Non-Standard Encoding,The malware has encoded data as readable Latin characters.,Command and Control
2626,,0.1,Standard Encoding,The malware C2 traffic is base64-encoded.,Command and Control
2627,,0.1,Standard Encoding,The malware has used Base64 to encode its C2 communications.,Command and Control
2628,,0.1,Standard Encoding,The malware used Base64 encoding in its C2 traffic.,Command and Control
2629,,0.1,Standard Encoding,The malware has the ability to hex-encode collected data from an infected host.,Command and Control
2630,,0.1,Standard Encoding,The malware has encoded its C2 traffic with Base64.,Command and Control
2631,,0.1,Standard Encoding,The malware uses Base64 encoding for C2 traffic.,Command and Control
2632,,0.1,Standard Encoding,The malware base64 encodes strings that are sent to the C2 over its DNS tunnel.,Command and Control
2633,,0.1,Standard Encoding,The malware uses Base64 to encode information sent to the C2 server.,Command and Control
2634,,0.1,Standard Encoding,The malware has used base64 to encode its C2 traffic.,Command and Control
2635,,0.1,Standard Encoding,The malware can communicate with the C2 via base32-encoded subdomains.	,Command and Control
2636,,0.1,Non-Standard Encoding,The malware can communicate with the C2 via subdomains that utilize base64 with character substitutions.	,Command and Control
2637,,0.1,Standard Encoding,The malware can Base64 encode system information sent to C2.,Command and Control
2638,,0.1,Standard Encoding,The malware encodes C2 communications with base64.,Command and Control
2639,,0.1,Standard Encoding,The malware encodes C2 traffic with Base64.,Command and Control
2640,,0.1,Standard Encoding,The malware has the ability to encode C2 communications with base64 encoding.,Command and Control
2641,,0.1,Non-Standard Encoding,The malware can use a modified Base64 encoding mechanism to send data to and from the C2 server.,Command and Control
2642,,0.1,Standard Encoding,Responses from the malware C2 server are base32-encoded.,Command and Control
2643,,0.1,Standard Encoding,The malware can encode C2 traffic with Base64.,Command and Control
2644,,0.1,Standard Encoding,The malware can use base64 encoded C2 communications.,Command and Control
2645,,0.1,Standard Encoding,The malware encoded C2 traffic with base64.,Command and Control
2646,,0.1,Standard Encoding,The malware encodes data in hexadecimal format over the C2 channel.,Command and Control
2647,,0.1,Standard Encoding,The malware has used base64 to encode C2 communication.,Command and Control
2648,,0.1,Standard Encoding,The malware has encoded C2 communications in Base64.,Command and Control
2649,,0.1,Non-Standard Encoding,The malware can encode data with a NOT operation before sending the data to the control server.,Command and Control
2650,,0.1,Data Encoding,The malware provides various transform functions to encode and/or randomize C2 data.	,Command and Control
2651,,0.1,Standard Encoding,The malware can use Base64 encoded JSON libraries used in C2.,Command and Control
2652,,0.1,Standard Encoding,"The malware has used basE91 encoding, along with encryption, for C2 communication.",Command and Control
2653,,0.1,Standard Encoding,The malware can use Base64 to encode information sent to its C2.,Command and Control
2654,,0.1,Standard Encoding,The malware network traffic is Base64-encoded plaintext.,Command and Control
2655,,0.1,Standard Encoding,The malware uses Base64 encoding for C2 traffic.,Command and Control
2656,,0.1,Standard Encoding,The malware has the ability to use base16 encoded strings in C2.,Command and Control
2657,,0.1,Standard Encoding,The malware can encode data using Base64 prior to exfiltration.,Command and Control
2658,,0.1,Standard Encoding,The malware has used base64 encoding.,Command and Control
2659,,0.1,Data Encoding,The malware sends the payload from the C2 server as an encoded URL parameter. ,Command and Control
2660,,0.1,Standard Encoding,The malware can Base32 encode chunks of output files during exfiltration.,Command and Control
2661,,0.1,Standard Encoding,The malware has exfiltrated data via hexadecimal-encoded subdomain fields of DNS queries.,Command and Control
2662,,0.1,Standard Encoding,The malware encodes communications to the C2 server in Base64.,Command and Control
2663,,0.1,Standard Encoding,The malware has used a custom base64 key to encode stolen data before exfiltration.,Command and Control
2664,,0.1,Standard Encoding,A the malware variant encodes C2 POST data base64.,Command and Control
2665,,0.1,Standard Encoding,The malware uses custom Base64 encoding schemes to obfuscate command and control traffic in the message body of HTTP requests.,Command and Control
2666,,0.1,Non-Standard Encoding,The malware can use a modified base32 encoding to encode data within the subdomain of C2 requests.,Command and Control
2667,,0.1,Standard Encoding,"For C2 over HTTP, the malware encodes data with base64 and sends it via the ""Cookie"" field of HTTP requests. For C2 over DNS, the malware converts ASCII characters into their hexadecimal values and sends the data in cleartext.",Command and Control
2668,,0.1,Standard Encoding,"The malware has utilized Zlib compression to obfuscate the communications payload. 	
",Command and Control
2669,,0.1,Data Encoding,The malware obfuscates C2 traffic with an altered version of base64.,Command and Control
2670,,0.1,Standard Encoding,The malware can base64 encode C2 replies.,Command and Control
2671,,0.1,Standard Encoding,The malware can use Base64 to encode its C2 traffic.,Command and Control
2672,,0.1,Standard Encoding,The malware has encoded bidirectional data communications between a target system and C2 server using Base64. ,Command and Control
2673,,0.1,Standard Encoding,Some the malware samples use a custom method for C2 traffic that utilizes Base64.,Command and Control
2674,,0.1,Standard Encoding,The malware exfiltrates data using cookie values that are Base64-encoded.,Command and Control
2675,,0.1,Standard Encoding,The malware has encoded C2 traffic in hexadecimal format.	,Command and Control
2676,,0.1,Standard Encoding,The malware can Base64 encode data sent to C2.,Command and Control
2677,,0.1,Standard Encoding,The malware encodes C2 traffic with base64.,Command and Control
2678,,0.1,Standard Encoding,The malware encodes the data sent to the server in Base64.,Command and Control
2679,,0.1,Standard Encoding,The malware uses custom base64 encoding to obfuscate HTTP traffic.,Command and Control
2680,,0.1,Standard Encoding,The malware encodes data using hexadecimal representation before sending it to the C2 server.,Command and Control
2681,,0.1,Non-Standard Encoding,The malware can use a custom binary scheme to encode messages with specific commands and parameters to be executed.,Command and Control
2682,,0.1,Standard Encoding,The malware can use Base64 to encode its C2 traffic.,Command and Control
2683,,0.1,Standard Encoding,The malware obfuscates communications with the C2 server using Base64 encoding.,Command and Control
2684,,0.1,Standard Encoding,"The malware can use Base64, URL-safe Base64, or NetBIOS encoding in its C2 traffic.",Command and Control
2685,,0.1,Standard Encoding,The malware can send additional modules over C2 encoded with base64.,Command and Control
2686,,0.1,Standard Encoding,The malware has used Base64 to encode C2 communications. ,Command and Control
2687,,0.1,Standard Encoding,The malware can encode C2 data with a custom technique that utilizes Base64.	,Command and Control
2688,,0.1,Standard Encoding,The malware encodes the message body of HTTP traffic with Base64.,Command and Control
2689,,0.1,Standard Encoding,The malware C2 messages are Base64-encoded.,Command and Control
2690,,0.1,Standard Encoding,The malware has the ability to base64 encode C2 server responses.,Command and Control
2691,,0.1,Standard Encoding,The malware has encoded binary data with Base64 and ASCII. ,Command and Control
2692,,0.1,Non-Standard Encoding,The malware encodes commands from the control server using a range of characters and gzip.,Command and Control
2693,,0.1,Standard Encoding,"Some the malware samples use standard Base64 + bzip2, and some use standard Base64 + reverse XOR + RSA-2048 to decrypt data received from C2 servers.",Command and Control
2694,,0.1,Standard Encoding,The malware has encoded data using the malware before exfiltration.,Command and Control
2695,,0.1,Standard Encoding,The malware uses Base64 encoding for communication in the message body of an HTTP request.,Command and Control
2696,,0.1,Standard Encoding,The malware has encoded its C2 traffic with Base64.,Command and Control
2697,,0.1,Standard Encoding,The malware encodes C2 traffic with base64.,Command and Control
2698,,0.1,Data Encoding,"After encrypting C2 data, the malware converts it into a hexadecimal representation and then encodes it into base64.",Command and Control
2699,,0.1,Non-Standard Encoding,Newer variants of the malware will encode C2 communications with a custom system.,Command and Control
2700,,0.1,Standard Encoding,The malware has sent a C2 response that was base64-encoded.,Command and Control
2701,,0.1,Standard Encoding,The malware encodes data using Base64 before sending it to the C2 server. ,Command and Control
2702,,0.1,Standard Encoding,"C2 traffic from the malware is encrypted, then encoded with Base64 encoding.",Command and Control
